0	-0.060
0.00025	-0.060
0.0005	-0.060
0.00075	-0.060
0.001	-0.060
0.00125	-0.060
0.0015	-0.060
0.00175	-0.060
0.002	-0.060
0.00225	-0.060
0.0025	-0.060
0.00275	-0.060
0.003	-0.060
0.00325	-0.060
0.0035	-0.060
0.00375	-0.060
0.004	-0.060
0.00425	-0.060
0.0045	-0.060
0.00475	-0.060
0.005	-0.060
0.00525	-0.060
0.0055	-0.060
0.00575	-0.060
0.006	-0.060
0.00625	-0.060
0.0065	-0.060
0.00675	-0.060
0.007	-0.060
0.00725	-0.060
0.0075	-0.060
0.00775	-0.060
0.008	-0.060
0.00825	-0.060
0.0085	-0.060
0.00875	-0.060
0.009	-0.060
0.00925	-0.060
0.0095	-0.060
0.00975	-0.060
0.01	-0.060
0.01025	-0.060
0.0105	-0.060
0.01075	-0.060
0.011	-0.060
0.01125	-0.060
0.0115	-0.060
0.01175	-0.060
0.012	-0.060
0.01225	-0.060
0.0125	-0.060
0.01275	-0.060
0.013	-0.060
0.01325	-0.060
0.0135	-0.060
0.01375	-0.060
0.014	-0.060
0.01425	-0.060
0.0145	-0.060
0.01475	-0.060
0.015	-0.060
0.01525	-0.060
0.0155	-0.060
0.01575	-0.060
0.016	-0.060
0.01625	-0.060
0.0165	-0.060
0.01675	-0.060
0.017	-0.060
0.01725	-0.060
0.0175	-0.060
0.01775	-0.060
0.018	-0.060
0.01825	-0.060
0.0185	-0.060
0.01875	-0.060
0.019	-0.060
0.01925	-0.060
0.0195	-0.060
0.01975	-0.060
0.02	-0.060
0.02025	-0.060
0.0205	-0.060
0.02075	-0.060
0.021	-0.060
0.02125	-0.060
0.0215	-0.060
0.02175	-0.060
0.022	-0.060
0.02225	-0.060
0.0225	-0.060
0.02275	-0.060
0.023	-0.060
0.02325	-0.060
0.0235	-0.060
0.02375	-0.060
0.024	-0.060
0.02425	-0.060
0.0245	-0.060
0.02475	-0.060
0.025	-0.060
0.02525	-0.060
0.0255	-0.060
0.02575	-0.060
0.026	-0.060
0.02625	-0.060
0.0265	-0.060
0.02675	-0.060
0.027	-0.060
0.02725	-0.060
0.0275	-0.060
0.02775	-0.060
0.028	-0.060
0.02825	-0.060
0.0285	-0.060
0.02875	-0.060
0.029	-0.060
0.02925	-0.060
0.0295	-0.060
0.02975	-0.060
0.03	-0.060
0.03025	-0.060
0.0305	-0.060
0.03075	-0.060
0.031	-0.060
0.03125	-0.060
0.0315	-0.060
0.03175	-0.060
0.032	-0.058
0.03225	-0.056
0.0325	-0.053
0.03275	-0.048
0.033	-0.044
0.03325	-0.039
0.0335	-0.033
0.03375	-0.028
0.034	-0.023
0.03425	-0.018
0.0345	-0.014
0.03475	-0.009
0.035	-0.004
0.03525	0.001
0.0355	0.006
0.03575	0.010
0.036	0.015
0.03625	0.019
0.0365	0.024
0.03675	0.029
0.037	0.034
0.03725	0.038
0.0375	0.043
0.03775	0.049
0.038	0.054
0.03825	0.058
0.0385	0.063
0.03875	0.066
0.039	0.069
0.03925	0.071
0.0395	0.072
0.03975	0.072
0.04	0.070
0.04025	0.068
0.0405	0.065
0.04075	0.062
0.041	0.058
0.04125	0.054
0.0415	0.050
0.04175	0.046
0.042	0.041
0.04225	0.036
0.0425	0.031
0.04275	0.024
0.043	0.017
0.04325	0.010
0.0435	0.002
0.04375	-0.006
0.044	-0.013
0.04425	-0.021
0.0445	-0.027
0.04475	-0.033
0.045	-0.038
0.04525	-0.042
0.0455	-0.046
0.04575	-0.049
0.046	-0.052
0.04625	-0.056
0.0465	-0.060
0.04675	-0.064
0.047	-0.068
0.04725	-0.072
0.0475	-0.075
0.04775	-0.078
0.048	-0.080
0.04825	-0.080
0.0485	-0.078
0.04875	-0.076
0.049	-0.072
0.04925	-0.067
0.0495	-0.061
0.04975	-0.056
0.05	-0.050
0.05025	-0.044
0.0505	-0.038
0.05075	-0.032
0.051	-0.027
0.05125	-0.021
0.0515	-0.016
0.05175	-0.010
0.052	-0.005
0.05225	0.001
0.0525	0.007
0.05275	0.012
0.053	0.017
0.05325	0.023
0.0535	0.027
0.05375	0.032
0.054	0.036
0.05425	0.040
0.0545	0.044
0.05475	0.048
0.055	0.052
0.05525	0.056
0.0555	0.059
0.05575	0.062
0.056	0.064
0.05625	0.066
0.0565	0.066
0.05675	0.066
0.057	0.065
0.05725	0.062
0.0575	0.059
0.05775	0.055
0.058	0.050
0.05825	0.045
0.0585	0.040
0.05875	0.034
0.059	0.028
0.05925	0.022
0.0595	0.016
0.05975	0.010
0.06	0.004
0.06025	-0.002
0.0605	-0.008
0.06075	-0.014
0.061	-0.019
0.06125	-0.025
0.0615	-0.030
0.06175	-0.035
0.062	-0.039
0.06225	-0.043
0.0625	-0.048
0.06275	-0.052
0.063	-0.057
0.06325	-0.061
0.0635	-0.066
0.06375	-0.070
0.064	-0.074
0.06425	-0.077
0.0645	-0.079
0.06475	-0.081
0.065	-0.081
0.06525	-0.079
0.0655	-0.077
0.06575	-0.073
0.066	-0.068
0.06625	-0.063
0.0665	-0.057
0.06675	-0.050
0.067	-0.044
0.06725	-0.037
0.0675	-0.030
0.06775	-0.023
0.068	-0.017
0.06825	-0.010
0.0685	-0.004
0.06875	0.003
0.069	0.009
0.06925	0.016
0.0695	0.022
0.06975	0.029
0.07	0.035
0.07025	0.041
0.0705	0.047
0.07075	0.052
0.071	0.058
0.07125	0.063
0.0715	0.067
0.07175	0.071
0.072	0.075
0.07225	0.078
0.0725	0.080
0.07275	0.082
0.073	0.084
0.07325	0.085
0.0735	0.085
0.07375	0.084
0.074	0.083
0.07425	0.081
0.0745	0.078
0.07475	0.074
0.075	0.069
0.07525	0.063
0.0755	0.056
0.07575	0.049
0.076	0.042
0.07625	0.034
0.0765	0.026
0.07675	0.019
0.077	0.011
0.07725	0.004
0.0775	-0.002
0.07775	-0.009
0.078	-0.015
0.07825	-0.022
0.0785	-0.028
0.07875	-0.035
0.079	-0.042
0.07925	-0.050
0.0795	-0.057
0.07975	-0.065
0.08	-0.073
0.08025	-0.080
0.0805	-0.087
0.08075	-0.093
0.081	-0.098
0.08125	-0.103
0.0815	-0.106
0.08175	-0.109
0.082	-0.110
0.08225	-0.111
0.0825	-0.110
0.08275	-0.108
0.083	-0.105
0.08325	-0.101
0.0835	-0.095
0.08375	-0.089
0.084	-0.081
0.08425	-0.072
0.0845	-0.063
0.08475	-0.054
0.085	-0.044
0.08525	-0.035
0.0855	-0.025
0.08575	-0.016
0.086	-0.007
0.08625	0.003
0.0865	0.014
0.08675	0.025
0.087	0.038
0.08725	0.052
0.0875	0.067
0.08775	0.083
0.088	0.099
0.08825	0.114
0.0885	0.128
0.08875	0.139
0.089	0.148
0.08925	0.154
0.0895	0.156
0.08975	0.155
0.09	0.151
0.09025	0.145
0.0905	0.137
0.09075	0.128
0.091	0.118
0.09125	0.109
0.0915	0.099
0.09175	0.089
0.092	0.078
0.09225	0.067
0.0925	0.054
0.09275	0.040
0.093	0.025
0.09325	0.009
0.0935	-0.008
0.09375	-0.024
0.094	-0.040
0.09425	-0.055
0.0945	-0.068
0.09475	-0.078
0.095	-0.086
0.09525	-0.091
0.0955	-0.095
0.09575	-0.097
0.096	-0.098
0.09625	-0.098
0.0965	-0.099
0.09675	-0.099
0.097	-0.100
0.09725	-0.101
0.0975	-0.102
0.09775	-0.101
0.098	-0.100
0.09825	-0.097
0.0985	-0.092
0.09875	-0.086
0.099	-0.078
0.09925	-0.069
0.0995	-0.060
0.09975	-0.050
0.1	-0.040
0.10025	-0.031
0.1005	-0.022
0.10075	-0.013
0.101	-0.005
0.10125	0.002
0.1015	0.009
0.10175	0.017
0.102	0.024
0.10225	0.031
0.1025	0.038
0.10275	0.045
0.103	0.051
0.10325	0.056
0.1035	0.061
0.10375	0.065
0.104	0.068
0.10425	0.071
0.1045	0.073
0.10475	0.074
0.105	0.074
0.10525	0.075
0.1055	0.074
0.10575	0.073
0.106	0.072
0.10625	0.069
0.1065	0.066
0.10675	0.063
0.107	0.058
0.10725	0.052
0.1075	0.046
0.10775	0.039
0.108	0.032
0.10825	0.025
0.1085	0.017
0.10875	0.009
0.109	0.001
0.10925	-0.007
0.1095	-0.015
0.10975	-0.022
0.11	-0.030
0.11025	-0.037
0.1105	-0.044
0.11075	-0.051
0.111	-0.057
0.11125	-0.062
0.1115	-0.066
0.11175	-0.070
0.112	-0.073
0.11225	-0.075
0.1125	-0.077
0.11275	-0.078
0.113	-0.078
0.11325	-0.077
0.1135	-0.077
0.11375	-0.075
0.114	-0.074
0.11425	-0.071
0.1145	-0.069
0.11475	-0.065
0.115	-0.060
0.11525	-0.055
0.1155	-0.049
0.11575	-0.041
0.116	-0.033
0.11625	-0.023
0.1165	-0.013
0.11675	-0.002
0.117	0.009
0.11725	0.021
0.1175	0.032
0.11775	0.043
0.118	0.054
0.11825	0.065
0.1185	0.075
0.11875	0.084
0.119	0.093
0.11925	0.101
0.1195	0.109
0.11975	0.116
0.12	0.122
0.12025	0.128
0.1205	0.132
0.12075	0.136
0.121	0.138
0.12125	0.139
0.1215	0.140
0.12175	0.139
0.122	0.137
0.12225	0.135
0.1225	0.132
0.12275	0.128
0.123	0.123
0.12325	0.117
0.1235	0.110
0.12375	0.101
0.124	0.090
0.12425	0.077
0.1245	0.061
0.12475	0.044
0.125	0.025
0.12525	0.004
0.1255	-0.018
0.12575	-0.042
0.126	-0.067
0.12625	-0.093
0.1265	-0.122
0.12675	-0.153
0.127	-0.187
0.12725	-0.225
0.1275	-0.265
0.12775	-0.307
0.128	-0.348
0.12825	-0.388
0.1285	-0.424
0.12875	-0.453
0.129	-0.474
0.12925	-0.486
0.1295	-0.487
0.12975	-0.480
0.13	-0.465
0.13025	-0.445
0.1305	-0.420
0.13075	-0.394
0.131	-0.366
0.13125	-0.333
0.1315	-0.296
0.13175	-0.248
0.132	-0.184
0.13225	-0.101
0.1325	0.008
0.13275	0.144
0.133	0.306
0.13325	0.489
0.1335	0.686
0.13375	0.885
0.134	1.072
0.13425	1.230
0.1345	1.348
0.13475	1.410
0.135	1.407
0.13525	1.338
0.1355	1.203
0.13575	1.008
0.136	0.770
0.13625	0.501
0.1365	0.221
0.13675	-0.052
0.137	-0.302
0.13725	-0.514
0.1375	-0.681
0.13775	-0.797
0.138	-0.862
0.13825	-0.883
0.1385	-0.864
0.13875	-0.815
0.139	-0.746
0.13925	-0.665
0.1395	-0.578
0.13975	-0.493
0.14	-0.411
0.14025	-0.335
0.1405	-0.266
0.14075	-0.204
0.141	-0.148
0.14125	-0.098
0.1415	-0.054
0.14175	-0.017
0.142	0.014
0.14225	0.038
0.1425	0.053
0.14275	0.062
0.143	0.066
0.14325	0.064
0.1435	0.059
0.14375	0.054
0.144	0.049
0.14425	0.047
0.1445	0.047
0.14475	0.049
0.145	0.054
0.14525	0.060
0.1455	0.065
0.14575	0.070
0.146	0.074
0.14625	0.074
0.1465	0.072
0.14675	0.068
0.147	0.062
0.14725	0.056
0.1475	0.050
0.14775	0.044
0.148	0.040
0.14825	0.037
0.1485	0.036
0.14875	0.036
0.149	0.037
0.14925	0.038
0.1495	0.039
0.14975	0.039
0.15	0.039
0.15025	0.037
0.1505	0.035
0.15075	0.032
0.151	0.028
0.15125	0.024
0.1515	0.021
0.15175	0.018
0.152	0.016
0.15225	0.015
0.1525	0.016
0.15275	0.017
0.153	0.021
0.15325	0.025
0.1535	0.029
0.15375	0.034
0.154	0.038
0.15425	0.042
0.1545	0.043
0.15475	0.043
0.155	0.042
0.15525	0.038
0.1555	0.033
0.15575	0.028
0.156	0.022
0.15625	0.017
0.1565	0.013
0.15675	0.010
0.157	0.008
0.15725	0.007
0.1575	0.007
0.15775	0.007
0.158	0.006
0.15825	0.004
0.1585	0.002
0.15875	-0.002
0.159	-0.008
0.15925	-0.014
0.1595	-0.021
0.15975	-0.028
0.16	-0.034
0.16025	-0.039
0.1605	-0.043
0.16075	-0.046
0.161	-0.048
0.16125	-0.049
0.1615	-0.049
0.16175	-0.049
0.162	-0.049
0.16225	-0.050
0.1625	-0.051
0.16275	-0.052
0.163	-0.054
0.16325	-0.055
0.1635	-0.057
0.16375	-0.058
0.164	-0.058
0.16425	-0.057
0.1645	-0.056
0.16475	-0.054
0.165	-0.051
0.16525	-0.047
0.1655	-0.044
0.16575	-0.040
0.166	-0.036
0.16625	-0.031
0.1665	-0.027
0.16675	-0.022
0.167	-0.017
0.16725	-0.011
0.1675	-0.005
0.16775	0.002
0.168	0.008
0.16825	0.015
0.1685	0.022
0.16875	0.028
0.169	0.033
0.16925	0.037
0.1695	0.041
0.16975	0.043
0.17	0.045
0.17025	0.046
0.1705	0.047
0.17075	0.048
0.171	0.049
0.17125	0.052
0.1715	0.055
0.17175	0.058
0.172	0.062
0.17225	0.067
0.1725	0.071
0.17275	0.074
0.173	0.076
0.17325	0.076
0.1735	0.074
0.17375	0.071
0.174	0.065
0.17425	0.059
0.1745	0.051
0.17475	0.043
0.175	0.035
0.17525	0.028
0.1755	0.021
0.17575	0.015
0.176	0.010
0.17625	0.005
0.1765	0.000
0.17675	-0.005
0.177	-0.010
0.17725	-0.016
0.1775	-0.023
0.17775	-0.029
0.178	-0.036
0.17825	-0.042
0.1785	-0.047
0.17875	-0.051
0.179	-0.053
0.17925	-0.055
0.1795	-0.056
0.17975	-0.056
0.18	-0.056
0.18025	-0.057
0.1805	-0.059
0.18075	-0.061
0.181	-0.064
0.18125	-0.068
0.1815	-0.071
0.18175	-0.073
0.182	-0.074
0.18225	-0.072
0.1825	-0.068
0.18275	-0.062
0.183	-0.054
0.18325	-0.044
0.1835	-0.034
0.18375	-0.024
0.184	-0.015
0.18425	-0.008
0.1845	-0.003
0.18475	0.001
0.185	0.003
0.18525	0.004
0.1855	0.005
0.18575	0.006
0.186	0.008
0.18625	0.011
0.1865	0.016
0.18675	0.022
0.187	0.028
0.18725	0.035
0.1875	0.041
0.18775	0.047
0.188	0.052
0.18825	0.055
0.1885	0.057
0.18875	0.059
0.189	0.061
0.18925	0.063
0.1895	0.065
0.18975	0.067
0.19	0.070
0.19025	0.072
0.1905	0.074
0.19075	0.074
0.191	0.072
0.19125	0.068
0.1915	0.062
0.19175	0.053
0.192	0.044
0.19225	0.033
0.1925	0.022
0.19275	0.012
0.193	0.004
0.19325	-0.003
0.1935	-0.007
0.19375	-0.010
0.194	-0.012
0.19425	-0.014
